city,idx,name,current_img,current,current_ratio,tier,proposed_file,proposed,proposed_ratio,alternates
jaffna,4,Casuarina Beach,images/landmarks/jaffna-casuarina-beach.webp,1189x1600,0.743,strong,File:Keerimalai beach-3-jaffna-Sri Lanka.jpg,4608x3456,1.333,File:Keerimalai beach-1-jaffna-Sri Lanka.jpg | File:Keerimalai beach-2-jaffna-Sri Lanka.jpg | File:Keerimalai beach-4-jaffna-Sri Lanka.jpg
aachen,1,Cathedral Treasury (Domschatzkammer),images/landmarks/aachen-cathedral-treasury.webp,1190x1600,0.744,strong,File:Schild Domschatzkammer.jpg,4000x3000,1.333,"File:Aachener Domschatzkammer - Haupteingang (2).jpg | File:Aachen, Johannes-Paul-II.-Straße 20140822 085.jpg | File:20200904 Aachen Cathedral 10.jpg"
tunis,6,Cathedral of St. Vincent de Paul,images/landmarks/tunis-cathedral-st-vincent-de-paul.webp,1191x1600,0.744,good,File:Amphithéâtre Bella rugia 2.jpg,6000x4000,1.5,File:(قبلي القديمة) L'ancienne ville de Kébili 07.jpg | File:Barrage beni mtir02.JPG | File:Borj Ali Raïs photo 1.JPG
ostrava,1,Bolt Tower,images/landmarks/ostrava-bolt-tower.webp,1191x1600,0.744,good,"File:Ostrava, důlní a hutní komplex Dolní Vítkovice.jpg",4000x3000,1.333,"File:2017-05 Ostrava (11).jpg | File:Dolní Vítkovice, Česká republika, 2015 - panoramio (1) -kopie.jpg"
nantes,2,Cathédrale Saint-Pierre-et-Saint-Paul,images/landmarks/nantes-cathedrale-saint-pierre-et-saint-paul.webp,1190x1600,0.744,strong,File:Nantes Place Saint Pierre mit Cathédrale Saint-Pierre-et-Saint-Paul W.A. Foto Wolfgang Pehlemann P1040455.jpg,3840x2284,1.681,File:Nantes (44) Cathédrale Saint-Pierre et Saint-Paul vue de la Rue Général Leclerc de Hauteclocque.jpg | File:Exterior of Cathédrale Saint-Pierre de Nantes 04.jpg | File:Cathédrale Saint-Pierre de Nantes (2014 France) 01 Trackless train.JPG
genoa,6,La Lanterna,images/landmarks/genoa-la-lanterna.webp,1192x1600,0.745,strong,File:Antica ottica esposta nel Museo della Lanterna.JPG,4073x2947,1.382,File:Antica strumentazione esposta nel Museo della Lanterna.JPG | File:Antica ottica tra riflessi e trasparenze nel Museo della Lanterna.JPG | File:La lanterna prima della tempesta.jpg
wroclaw,6,Racławice Panorama,images/landmarks/wroclaw-raclawice-panorama.webp,1192x1600,0.745,good,File:1893 Dücker Die Ostsee bei Flensburg anagoria.JPG,4752x3168,1.5,File:(Albi) Femme accroupie (Blanchisseuse) - 1893 - Musée Toulouse-Lautrec.jpg | File:1893 Knüpfer Der Vestalinnentempel in Rom Nationalgalerie Prag anagoria.jpg | File:1893 Gauguin Siesta anagoria.JPG
stanley,4,1982 Liberation Memorial,images/landmarks/stanley-1982-liberation-memorial.webp,1194x1600,0.746,strong,File:Falklands - Stanley - 1982 Liberation Memorial - Inschrift.JPG,3888x2592,1.5,File:1982 Liberation Memorial in Stanley (5612280906).jpg | File:Crosses at the 1982 Liberation Memorial (5611692597).jpg | File:Wreath Laying Service at the 1982 Liberation Memorial (24356039255).jpg
kermanshah,2,Kermanshah Traditional Bazaar (Tarikeh Bazaar),images/landmarks/kermanshah-kermanshah-traditional-bazaar.webp,1194x1600,0.746,good,File:Taghe bostan kermanshah.jpg,4160x3120,1.333,"File:Ali Khamenei visits Ahmad Azizi - Imam Reza Hospital, Kermanshah.jpg | File:Tekie moaven ol molk.jpg | File:Ostandari old building.jpg"
morondava,2,Kirindy Forest Reserve,images/landmarks/morondava-kirindy-forest-reserve.webp,1194x1600,0.746,strong,"File:Giant Madagascan Hognose Snake in dry leaf litter at Kirindy Forest Reserve, April 2012, Leioheterodon madagascariensis.jpg",4752x3168,1.5,File:Reception Kirindy Forest Reserve.JPG | File:Roodkopmaki in Kirindy 05.JPG | File:Roodkopmaki in Kirindy 06.JPG
bern,8,Aare River and Marzili Baths,images/landmarks/bern-aare-river-marzili-baths.webp,968x1296,0.747,good,File:Bern Marzilibad Sanierung Bueber.jpg,4608x3456,1.333,"File:Marzilibad Sanierung Brücke Bueber (Bern, Schweiz).jpg | File:Bern Hochwasser Juli 2021 01.jpg | File:Bern Hochwasser Juli 2021 06.jpg"
baghdad,3,Al-Mustansiriya Madrasah,images/landmarks/baghdad-al-mustansiriya-madrasah.webp,1195x1600,0.747,strong,File:Mustansiriya Madrasah5.jpg,2032x1514,1.342,File:Mustansiriya school main entrance.jpg | File:- للمدرسه المستنصرية.jpg | File:Al-Mustansriah School - Dome.jpg
santiago,4,Cerro Santa Lucía,images/landmarks/santiago-cl-cerro-santa-lucia.webp,1195x1600,0.747,strong,File:Cerro Santa Lucía - Castillo Hidalgo.JPG,4912x3264,1.505,"File:Vista del Castillo Hidalgo en el Cerro Santa Lucía.JPG | File:Castillo Hidalgo en el Cerro Santa Lucía.jpg | File:Cerro Santa Lucía, Castillo Hidalgo.JPG"
parma,7,Parco Ducale,images/landmarks/parma-parco-ducale.webp,1195x1600,0.747,strong,File:Parco Ducale - Parma.jpg,3825x2561,1.494,"File:Parco Ducale Parma.JPG | File:Palazzo del Giardino, Parco Ducale, Parma, 2019, 03.jpg | File:Parco Ducale Giardino.jpg"
cadiz,6,Plaza de España and the 1812 Constitution Monument,images/landmarks/cadiz-plaza-de-espana-constitution-monument.webp,1196x1600,0.748,good,"File:Monumento a la Constitución de 1812, Cádiz, España, 2015-12-08, DD 80.JPG",7240x4502,1.608,File:Monumento a la Constitución de 1812 03.jpg | File:Monumento a la Constitución de 1812 02.jpg | File:Monumento a la Constitución de 1812 04.jpg
brasov,3,Catherine's Gate (Poarta Ecaterinei),images/landmarks/brasov-catherine-s-gate.webp,1196x1600,0.748,strong,File:Brașov - Poarta Ecaterinei (2023) - img 05.jpg,4032x3024,1.333,"File:Brașov, Poarta Ecaterinei, from the west, 2024.jpg | File:Poarta Ecaterinei.jpg | File:Brasov Poarta Ecaterina.jpg"
jasper,1,Maligne Canyon,images/landmarks/jasper-maligne-canyon.webp,1197x1600,0.748,strong,File:Maligne Canyon (16087549975).jpg,4608x3072,1.5,File:Gazing down into Maligne Canyon.jpg | File:Maligne Canyon (42241391821).jpg | File:Maligne Canyon (28368346158).jpg
essaouira,1,Skala de la Ville,images/landmarks/essaouira-skala-de-la-ville.webp,1197x1600,0.748,strong,File:Skala de Ville.jpg,5341x3561,1.5,File:EssaouiraWall2.jpg | File:16th Century Portguese Cannons - panoramio (4).jpg | File:16th Century Portguese Cannons - panoramio (5).jpg
essaouira,0,Medina of Essaouira,images/landmarks/essaouira-medina-of-essaouira.webp,1197x1600,0.748,strong,File:Casa lila - riad de charme à Essaouira - panoramio (1).jpg,4272x2848,1.5,"File:03 - Essaouira, Atlantik.jpg | File:02 - Essaouira, Atlantik.jpg | File:04 - Essaouira, Atlantik, Februar.jpg"
haifa,5,Wadi Nisnas,images/landmarks/haifa-wadi-nisnas.webp,1197x1600,0.748,strong,File:Street Scene - Wadi Nisnas Neighborhood - Haifa - Israel - 02 (5690626716).jpg,3456x2304,1.5,"File:Wadi nisnas,2013.JPG | File:Wadi Nisnas P8020002.JPG | File:Wadi Nisnas P8020007.JPG"
essaouira,2,Skala du Port and the Fishing Harbor,images/landmarks/essaouira-skala-du-port-and-the-fishing-harbor.webp,1197x1600,0.748,good,File:Boats in Port d'Essaouira.jpg,2816x2112,1.333,File:Blue fishing boats in Essaouira (2901159095).jpg | File:Bateau en cale sèche dans le port d'Essaouira au Maroc.jpg | File:Casa lila - riad de charme à Essaouira - panoramio (1).jpg
nantes,7,Île de Versailles,images/landmarks/nantes-ile-de-versailles.webp,1197x1600,0.748,strong,File:Nantes - Île de Versailles - Jardin japonais 01.jpg,6016x4016,1.498,File:Nantes - Île de Versailles - Jardin japonais 02.jpg | File:Nantes - Île de Versailles - Jardin japonais 04.jpg | File:Nantes - Île de Versailles - Jardin japonais 05.jpg
sergiyev-posad,4,Chapel-at-the-Well (Nadkladeznaya Chapel),images/landmarks/sergiyev-posad-chapel-at-the-well.webp,1197x1600,0.748,strong,File:Russia-Sergiev Posad-Assumption Chapel-at-the Well-2.jpg,2592x1944,1.333,File:Sergijew Possad-20-Wasserweihe-Brunnenhaus-Ausgiessungskirche-Pavillon-gje.jpg | File:Часовня надкладезная Троице-Сергиевой лавры.jpg | File:Sergijew Possad-22-Wasserweihe-Chor-gje.jpg
papeete,7,Faarumai Waterfalls (Les Trois Cascades),images/landmarks/papeete-faarumai-waterfalls.webp,1198x1600,0.749,good,"File:Tahiti, French Polynesia - Arahoho Blowhole (48033965818).jpg",3989x2988,1.335,
dresden,6,Katholische Hofkirche (Dresden Cathedral),images/landmarks/dresden-hofkirche-cathedral.webp,1199x1600,0.749,strong,File:Dresden - Katholische Hofkirche (2).jpg,5184x3456,1.5,File:Dresden - Katholische Hofkirche (3).jpg | File:Dresden - Katholische Hofkirche (4).jpg | File:Dresden - Katholische Hofkirche (5).jpg
mumbai,4,Siddhivinayak Temple,images/landmarks/mumbai-siddhivinayak-temple.webp,1199x1600,0.749,strong,File:Siddhivinayak Temple (Wednesday 10-12-2008).jpg,3264x2448,1.333,"File:Shree Siddhivinayak Mandir.jpg | File:Siddhivinayak Temple (236987777).jpg | File:Siddivinayak temple decorations, Mumbai.jpg"
phnom-penh,5,National Museum of Cambodia,images/landmarks/phnom-penh-national-museum-of-cambodia.webp,1199x1600,0.749,strong,File:03-National Museum of Cambodia-nX-8.jpg,5277x3518,1.5,"File:03-National Museum of Cambodia-nX-9.jpg | File:03-National Museum of Cambodia-nX-7.jpg | File:Sangkat Chey Chumneah, Phnom Penh 12206, Cambodia - panoramio (10).jpg"
praia,8,Nossa Senhora da Graça Church,images/landmarks/praia-nossa-senhora-graca.webp,960x1281,0.749,strong,File:Praia-Igreja Nossa Senhora da Graça (1).jpg,3648x2736,1.333,File:Praia-Igreja Nossa Senhora da Graça (2).jpg | File:Praia-Igreja Nossa Senhora da Graça (4).jpg | File:Nossa Senhora da Graça.jpg
potosi,1,Casa Nacional de la Moneda,images/landmarks/potosi-casa-nacional-moneda.webp,1199x1600,0.749,strong,File:Casa Nacional de Moneda.jpg,4128x3096,1.333,"File:Casa Nacional de la Moneda de Potosí, segundo patio.jpg | File:Casa Nacional de la Moneda de Potosí, Archivo y Biblioteca.jpg | File:From Casa Nacional de la Moneda, Potosí, Bolivia.jpg"
pretoria,5,Pretoria National Botanical Garden,images/landmarks/pretoria-botanical-garden.webp,1199x1600,0.749,strong,File:Bee Pollinating Flower at Pretoria National Botanical Gardens.jpg,4272x2848,1.5,File:Honeybee on Pink Flower at Pretoria National Botanical Gardens.jpg | File:A Bee’s Dance Among the Pink Blooms at Pretoria National Botanical Gardens.jpg | File:Pretoria Botanical Gardens-001.jpg
potosi,8,Arco de Cobija,images/landmarks/potosi-arco-de-cobija.webp,1199x1600,0.749,strong,File:Arco D Cobija.jpg,4000x3000,1.333,File:Arco Cobija.JPG | File:Arco de Cobija Potosí.JPG | File:Arco de Mejillones 1.jpg
pretoria,1,Voortrekker Monument,images/landmarks/pretoria-voortrekker-monument.webp,1199x1600,0.749,good,File:Anjūzan Seitai-ji Temple 20220902 06.jpg,4608x3072,1.5,File:New snow at sunset.JPG | File:Schodiště v obchodním domě - panoramio.jpg | File:Kalinchowk Dolakha IMG 0546.jpg
rostock,2,Neuer Markt and Rathaus,images/landmarks/rostock-neuer-markt-and-rathaus.webp,1198x1600,0.749,good,File:00530-Rostock-1898-Neuer Markt-Brück & Sohn Kunstverlag.jpg,1561x1000,1.561,File:AcelorMittal 143 001 mit Sonderzug von Warnemünde nach Cottbus in Rostock Hbf (7772925290).jpg | File:AcelorMittal 143 001 mit Sonderzug von Warnemünde nach Cottbus in Rostock Hbf (7772916628).jpg | File:AcelorMittal 143 001 mit Sonderzug von Warnemünde nach Cottbus in Rostock Hbf (7772923004).jpg
rouen,3,Aître Saint-Maclou,images/landmarks/rouen-aitre-saint-maclou.webp,1199x1600,0.749,strong,File:Aitre Saint-Maclou Rouen Danse macabre.jpg,4608x3072,1.5,File:Rouen (76) Aître Saint-Maclou 244.jpg | File:Rouen (76) Aître Saint-Maclou 243.jpg | File:Rouen (76) Aître Saint-Maclou 242.jpg
wuyishan,0,Nine-Bend Stream (Jiuqu Xi) Bamboo Rafting,images/landmarks/wuyishan-nine-bend-stream-jiuqu-xi-bamboo-rafting.webp,1199x1600,0.749,good,File:岸上九曲慢游道 - Nine Bends on tha Land Trail - 2015.11 - panoramio (1).jpg,3963x2972,1.333,File:Wuyi Shan Fengjing Mingsheng Qu 2012.08.22 14-08-01.jpg | File:Wuyi Shan Fengjing Mingsheng Qu 2012.08.23 17-07-31.jpg | File:Wuyi Shan Fengjing Mingsheng Qu 2012.08.23 17-21-52.jpg
santiago,3,Gran Torre Santiago (Costanera Center),images/landmarks/santiago-cl-gran-torre-santiago-costanera-center.webp,1199x1600,0.749,strong,File:2017 Santiago de Chile - Cerro de Santa Lucía - Vista Panorámica hacia el oriente (Gran Torre de Santiago).jpg,5184x3888,1.333,"File:Costanera Center, Santiago de Chile.jpg | File:Costanera center.JPG | File:Costanera Center at evening.jpg"
toronto,3,Toronto Sign at Nathan Phillips Square,images/landmarks/toronto-toronto-sign.webp,1198x1600,0.749,strong,File:Joe in front of Toronto City Hall and Nathan Phillips Square (55399739377).jpg,3643x2628,1.386,File:Toronto City Hall and Nathan Phillips Square (55401075630).jpg | File:A man ice skating in Nathan Phillips Square (Unsplash).jpg | File:Nathan Phillips Square (33343114810).jpg
sharjah,7,Al Noor Island,images/landmarks/sharjah-al-noor-island.webp,652x870,0.749,strong,File:Noor Island from Above.jpg,3670x2527,1.452,File:Butterfly House at Noor Island.jpg | File:Al Noor Island.jpg | File:Avsluttende bufferkant på plen før skråning.JPG
abidjan,7,Treichville Market,images/landmarks/abidjan-treichville-market.webp,1200x1600,0.75,strong,File:Treichville market 2.jpg,4032x3024,1.333,File:Marché de Treichville.jpg | File:Marché de Treichville 12.jpg | File:Marché de Treichville 3.jpg
al-ahmadi,4,Al Kout Beach,images/landmarks/al-ahmadi-al-kout-beach.webp,1200x1600,0.75,strong,File:Alfintas Beach (37474344).jpeg,2048x1321,1.55,"File:KISR Marine Environment Laboratory (08010628) (32050753927).jpg | File:Bushes and lights in Al Shaheed Park, Kuwait.jpg | File:Defense.gov photo essay 070801-D-7203T-021.jpg"
agadir,2,Souk El Had,images/landmarks/agadir-souk-el-had.webp,336x448,0.75,strong,File:2010-12-14 Maroc Agadir traditional clothes souk.JPG,3264x2448,1.333,File:Souk (entrance 10 nord side) - panoramio.jpg | File:Maroko (25331494614).jpg | File:Sidi M'hamed Benali.JPG
alesund,0,Aksla Viewpoint (Fjellstua),images/landmarks/alesund-aksla-viewpoint.webp,1200x1600,0.75,strong,File:Alesund - Aksla - Fjellstua.jpg,3872x2592,1.494,File:Aksla-on-summer-night-2020.jpg | File:Aalesund-seen-from-Aksla.jpg | File:Berg Aksla über Alesund.jpg
alanya,8,Sapadere Canyon,images/landmarks/alanya-sapadere-canyon.webp,1200x1600,0.75,strong,File:Sapadere Canyon 1 - panoramio.jpg,2592x1944,1.333,File:Canyon 13 - panoramio.jpg | File:Canyon 6 - panoramio.jpg
addis-ababa,4,Unity Park,images/landmarks/addis-ababa-unity-park.webp,1200x1600,0.75,strong,File:Unity Park fountain looking North.jpg,5184x3456,1.5,File:Unity Park entrance across amphitheater.jpg | File:Unity Park amphitheater.jpg | File:Unity Park fountain looking Northwest.jpg
aleppo,6,Forty Martyrs Armenian Cathedral,images/landmarks/aleppo-forty-martyrs-armenian-cathedral.webp,1200x1600,0.75,strong,File:Aleppo St. Forty Martyrs Armenian Apostolic Church 9400.jpg,4256x2832,1.503,File:Aleppo St. Forty Martyrs Armenian Apostolic Church 9402.jpg | File:Monument to Taron and Turuberan Resistance at Forty Martyrs Armenian Cathedral of Aleppo.jpg | File:Forty Martyrs Armenian Cathedral 02.jpg
alesund,5,Ålesund Church (Ålesund kirke),images/landmarks/alesund-church.webp,1200x1600,0.75,strong,File:Alesund Kirke - panoramio.jpg,1920x1080,1.778,File:Ålesund - Eglise - Clocher.JPG | File:Kirche von Alesund.jpg | File:Kirche von Alesund Portal.jpg
algiers,5,Ketchaoua Mosque,images/landmarks/algiers-ketchaoua-mosque.webp,1200x1600,0.75,strong,"File:Ketchaoua Mosque 3, Algiers, Algeria.jpg",5184x3456,1.5,"File:Ketchaoua Mosque 4, Algiers, Algeria.JPG | File:Ketchaoua Mosque (15886790802).jpg | File:Ketchaoua Mosque architecture – Algiers 15.jpg"
almaty,9,Hotel Kazakhstan,images/landmarks/almaty-hotel-kazakhstan.webp,960x1280,0.75,strong,"File:Resident Hotel Delux, Almaty (LRM 20240331 094535).jpg",4080x2720,1.5,"File:Grand Tien Shan Hotel in Almaty.jpg | File:Mildon Hotel, Almaty (P1180228).jpg | File:Grand Erbil Hotel.jpg"
alicante,9,Museo de Arte Contemporaneo (MACA),images/landmarks/alicante-museo-de-arte-contemporaneo.webp,1200x1600,0.75,strong,File:Alicante - Museo de Arte Contemporáneo de Alicante (MACA) 2.jpg,2048x1536,1.333,"File:Alicante - Museo de Arte Contemporáneo de Alicante (MACA) 3.jpg | File:Museo Arte Contemporáneo Alicante.jpg | File:Alacant, MACA, Museu d'Art Contemporani d'Alacant.jpg"
ankara,7,Column of Julian,images/landmarks/ankara-column-of-julian.webp,1200x1600,0.75,good,File:Ankara Sosyal Bilimler Üniversitesi - Ankara.jpg,4080x3072,1.328,"File:Hukumet meydani1.jpg | File:Ankara Sosyal Bilimler Üniversitesi Rektörlüğü, 2023 06.jpg | File:Ankara Sosyal Bilimler Üniversitesi Rektörlüğü, 2023 09.jpg"
amman,4,Rainbow Street,images/landmarks/amman-rainbow-street.webp,1200x1600,0.75,strong,"File:Seventh-day Adventist Church in Rainbow Street, Amman, Jordan.jpg",3856x2757,1.399,File:Rainbow Street in Jordan.jpg | File:Rainbow Street 4 Jul 2008 (1).JPG | File:Rainbow Street 4 Jul 2008 (2).JPG
antananarivo,5,Antananarivo Cathedral (Andohalo Cathedral),images/landmarks/antananarivo-antananarivo-cathedral.webp,1200x1600,0.75,strong,File:Lycée Andohalo et cathédrale de l'Immaculée-Conception d'Antananarivo janvier 2023.jpg,4032x3024,1.333,File:Marie Immaculée Conception à Andohalo 2019-10-02 .jpg | File:Marie Immaculée Conception à Andohalo 2019-10-02 2.jpg | File:Marie Immaculée Conception à Andohalo 2019-10-02 3.jpg
aqaba,7,Aqaba Archaeological Museum,images/landmarks/aqaba-aqaba-archaeological-museum.webp,1200x1600,0.75,strong,File:Aqaba-Museum Tall Hujayrat 03.jpg,2592x1944,1.333,File:Aqaba-Museum Tall Hujayrat 02.jpg | File:Aqaba-Museum Tall Hujayrat 05.jpg | File:Aqaba-Museum Tall Hujayrat 04.jpg
arequipa,2,Iglesia de la Compania,images/landmarks/arequipa-iglesia-de-la-compania.webp,1200x1600,0.75,strong,"File:Arequipa, Iglesia de la Compañía, 2023 (01).jpg",6960x4640,1.5,"File:Arequipa, Iglesia de la Compañía, 2023 (05).jpg | File:Arequipa, Iglesia de la Compañía, 2023 (09).jpg | File:Arequipa, Iglesia de la Compañía, 2023 (10).jpg"
arequipa,8,Molino de Sabandia,images/landmarks/arequipa-molino-de-sabandia.webp,1200x1600,0.75,strong,File:Molino de sabandia.jpg,4160x3120,1.333,File:Molino sabandia.jpg
asuncion,1,Panteón Nacional de los Héroes,images/landmarks/asuncion-panteon-nacional-de-los-heroes.webp,1200x1600,0.75,strong,File:Panteón nacional de los Héroes - Paraguay.jpg,5120x3840,1.333,"File:Panteón Nacional de los Héroes (8039932606).jpg | File:National Pantheon of the Heroes, Asunción, Paraguay.jpg | File:Panteon Nocturno.JPG"
antwerp,5,Rubens House (Rubenshuis),images/landmarks/antwerp-rubens-house.webp,1200x1600,0.75,strong,File:Antwerpen - Rubenshuis.jpg,5184x3456,1.5,File:Antwerp Rubenshuis 017 7693.jpg | File:Antwerp Rubenshuis 017 7720.jpg | File:Antwerp Rubenshuis 017 7694.jpg
baghdad,6,Al-Shaheed Monument,images/landmarks/baghdad-al-shaheed-monument.webp,1200x1600,0.75,good,File:Abdul Karim Kasim Museum.jpg,6000x4000,1.5,File:Al-Shahbander Cafe.jpg | File:Al-Zawraa park Ferris wheel 1.jpg | File:1كهوف الطار.jpg
aswan,8,Gharb Soheil Nubian Village,images/landmarks/aswan-gharb-soheil-nubian-village.webp,1200x1600,0.75,strong,File:Chien Port Village Nagaa Suhayl Gharb - Assouan (EG) - 2025-12-06 - 1.jpg,4032x3024,1.333,File:Chien Port Village Nagaa Suhayl Gharb - Assouan (EG) - 2025-12-06 - 2.jpg | File:Chien Port Village Nagaa Suhayl Gharb - Assouan (EG) - 2025-12-06 - 3.jpg
arequipa,3,Museo Santuarios Andinos,images/landmarks/arequipa-museo-santuarios-andinos.webp,1200x1600,0.75,good,File:Colonial Facade - Arequipa - Peru 02 (3786236824).jpg,2272x1704,1.333,
arhus,1,Den Gamle By (The Old Town),images/landmarks/arhus-den-gamle-by.webp,1200x1600,0.75,strong,File:Den Gamle By The Old Town Aarhus - panoramio (2).jpg,4000x3000,1.333,File:Den Gamle By The Old Town Aarhus - panoramio (7).jpg | File:Den Gamle By - The Old Town in Aarhus - panoramio (1).jpg | File:Den Gamle By The Old Town Aarhus - panoramio (5).jpg
avignon,4,Remparts d'Avignon (City Walls),images/landmarks/avignon-remparts-davignon-city-walls.webp,1200x1600,0.75,strong,File:Avignon - Rhône vue remparts.JPG,3264x2448,1.333,"File:00 0011 Avignon - Pont Saint-Bénézet (auch Pont d´Avignon genannt).jpg | File:Avignon - Pont Edouard Daladier - View NE towards Pont Saint-Bénézet (Pont d'Avignon), Jardin des doms, Avignon cathedral & Palais des Papes.jpg | File:Avignon - Pont Édouard Daladier - Panorama View on the Rhône river bank in front of the ramparts of Avignon 04.jpg"
baghdad,5,Baghdad Tower,images/landmarks/baghdad-baghdad-tower.webp,1200x1600,0.75,strong,File:Baghdad Zoo - حديقة حيوانات بغداد (33861662423).jpg,6000x4000,1.5,File:Baghdad 2.jpg | File:Baghdad Tower - panoramio.jpg | File:University of Baghdad Tower.jpg
bahir-dar,8,Bahir Dar Grand Market,images/landmarks/bahir-dar-bahir-dar-grand-market.webp,1200x1600,0.75,strong,"File:Community group representatives in Bahir Dar, Ethiopia, October 2012 (8404891711).jpg",4252x2835,1.5,File:ET Amhara asv2018-02 img070 Lake Tana at Bahir Dar.jpg | File:ET Amhara asv2018-02 img074 Lake Tana at Bahir Dar.jpg | File:Coffee roasting Bahir Dar Ethiopia (2).jpg
baguio,4,Camp John Hay,images/landmarks/baguio-camp-john-hay.webp,1200x1600,0.75,strong,"File:Army Navy, Camp John Hay.JPG",4272x2848,1.5,"File:Camp John Hay Garden (12438180775).jpg | File:Camp John Hay Welcome Marker, Baguio, Jul 2025.jpg | File:Camp John Hay Marker, Baguio City, Jul 2025.jpg"
baku,0,Flame Towers,images/landmarks/baku-flame-towers.webp,1200x1600,0.75,good,File:Baku Boulevard in January.jpg,5568x3712,1.5,File:Baku (51880494125).jpg | File:Baku Bulvar.jpg | File:Bulvar baku.jpg
bariloche,6,Isla Victoria,images/landmarks/bariloche-isla-victoria.webp,450x600,0.75,strong,File:Lago Isla Victoria.JPG,3968x2976,1.333,File:Isla Victoria.JPG | File:Isla Victoria setiembre 2011 15.JPG | File:Isla Victoria setiembre 2011 16.JPG
berlin,4,Checkpoint Charlie,images/landmarks/berlin-checkpoint-charlie.webp,1200x1600,0.75,strong,"File:Checkpoint Charlie, Berlín, Alemania, 2016-04-22, DD 04-06 HDR.JPG",8440x5627,1.5,File:Checkpoint Charlie - écriteau (Berlin).jpg | File:Checkpoint Charlie 2015 4.jpg | File:Checkpoint Charlie 2015 5.jpg
bologna,1,Piazza Maggiore,images/landmarks/bologna-piazza-maggiore.webp,1200x1600,0.75,strong,"File:Piazza Maggiore, Nettuno.jpg",6000x4000,1.5,File:FnMBK Piazza Maggiore - Bologna -.jpg | File:IeXHPI Piazza Maggiore - Bologna.jpg | File:UdSH Piazza Maggiore - Bologna -.jpg
bologna,6,Archiginnasio of Bologna,images/landmarks/bologna-archiginnasio-of-bologna.webp,1200x1600,0.75,strong,File:Bologna Archiginnasio 080.jpg,4896x3264,1.5,File:Archiginnasio di Bologna.jpg | File:Archiginnasio di Bologna dal cortile.jpg | File:Archiginnasio di Bologna e cortile1.jpg
brasov,9,Șchei District,images/landmarks/brasov-schei-district.webp,1200x1600,0.75,strong,File:Biserica Evanghelica din Schei 2.jpg,2400x1800,1.333,"File:Brasov Biserica Obervorstadt (2).jpg | File:Evangelical church from Obervorstadt, 1895.jpg"
bogota,8,Simón Bolívar Metropolitan Park,images/landmarks/bogota-simon-bolivar-metropolitan-park.webp,1200x1600,0.75,strong,File:Acceso al Parque Simón Bolívar kr 68.JPG,3998x2666,1.5,File:2017 Bogotá carrera 10 con calle 12 vendedor de jugo de naranja.jpg | File:2017 Bogotá articulado en la estación Guatoque Veraguas de Transmilenio.jpg | File:2017 Bogotá esquina carrera 13 A calle 23 A.jpg
bremen,5,St Peter's Cathedral (Bremer Dom),images/landmarks/bremen-st-peter-s-cathedral.webp,1200x1600,0.75,good,"File:Bremen, St.-Petri-Dom -- 2021 -- 6462.jpg",6597x4398,1.5,File:Bremen Dom Nord + Neptunsbrunnen.jpg | File:Bremen Dom St. Petri Innen Rosette.JPG | File:StPetriDomBremen.JPG
brighton,3,British Airways i360,images/landmarks/brighton-british-airways-i360.webp,1200x1600,0.75,strong,"File:Brighton, British Airways i360 Tower (31707700911).jpg",6000x4000,1.5,"File:Brighton - British Airways i360.jpg | File:Brighton, British Airways i360 Tower (30982757754).jpg | File:British Airways i360 03.jpg"
brno,8,Labyrinth under the Cabbage Market,images/landmarks/brno-labyrinth-under-the-cabbage-market.webp,1200x1600,0.75,good,File:Brno Underground - Cabbage Square - A food storage.JPG,3968x2976,1.333,File:Brno Underground - Cabbage Square - Winery.JPG | File:Brno Underground - Cabbage Square - Alchemical kitchen II.JPG | File:Brno Underground - Cabbage Square - Alchemical kitchen I.JPG
brisbane,7,Lone Pine Koala Sanctuary,images/landmarks/brisbane-lone-pine-koala-sanctuary.webp,1200x1599,0.75,strong,File:Leaving a legacy- 31st MEU Marines help renovate Lone Pine Koala Sanctuary (5631585).jpg,5760x3840,1.5,File:Leaving a legacy- 31st MEU Marines help renovate Lone Pine Koala Sanctuary (5631612).jpg | File:Leaving a legacy- 31st MEU Marines help renovate Lone Pine Koala Sanctuary (5631615).jpg | File:Leaving a legacy- 31st MEU Marines help renovate Lone Pine Koala Sanctuary (5631621).jpg
budapest,1,Fisherman's Bastion,images/landmarks/budapest-fisherman-s-bastion.webp,1200x1600,0.75,strong,"File:Fisherman's Bastion, Budapest (Ank Kumar) 02.jpg",6000x4000,1.5,"File:Fisherman's Bastion, Budapest (Ank Kumar) 01.jpg | File:Fisherman's Bastion, Budapest (Ank Kumar) 03.jpg | File:Fisherman's Bastion, Budapest (Ank Kumar) 05.jpg"
brisbane,9,City Botanic Gardens,images/landmarks/brisbane-city-botanic-gardens.webp,900x1200,0.75,strong,"File:1803 Cannon (serial 63914) in the City Botanic Gardens, Brisbane, 2.jpg",4032x3024,1.333,"File:1803 Cannon (serial 63914) in the City Botanic Gardens, Brisbane, 1.jpg | File:Abian Botanic Gardens, Brisbane April 2017, 3.jpg | File:Abian Botanic Gardens, Brisbane April 2017, 4.jpg"
